file,location,frequency,status,error,header_found,rows_after_datetime_parse,mapped_columns_count,missing_cells,rows_with_missing,invalid_negative,invalid_gt500,duplicate_timestamps,irregular_gaps
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\DCR AIIMS\2025\Nov-25\DCR AIIMS_RAIPUR_ Hourly -Nov 2025.xls,AIIMS,Hourly,ok,,True,23.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\DCR AIIMS\2025\Oct-25\DCR AIIMS_RAIPUR _ QUAT - Oct. -2025.xls,AIIMS,Quarterly,ok,,True,95.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\DCR AIIMS\2025\Oct-25\DCR AIIMS_RAIPUR_ Hourly -Oct. 2025-2023.xls,AIIMS,Hourly,ok,,True,23.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\DCR AIIMS\2025\SEP- 25\DCR AIIMS_RAIPUR _ QUAT - SEP 2025.xls,AIIMS,Quarterly,ok,,True,95.0,12.0,18.0,15.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\DCR AIIMS\2025\SEP- 25\DCR AIIMS_RAIPUR_ Hourly -SEP 2025.xls,AIIMS,Hourly,ok,,True,23.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\DCR AIIMS\2026\Fab- 2026\Hourly - Fab.-2026.xls,AIIMS,Hourly,clean_failed,clean_file_none,True,,,,,,,,
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\DCR AIIMS\2026\Fab- 2026\QUAT - Fab. 2026.xls,AIIMS,Quarterly,clean_failed,clean_file_none,True,,,,,,,,
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\DCR AIIMS\2026\Jan. 2026\Hourly - Jan.-2026.xls,AIIMS,Hourly,clean_failed,clean_file_none,True,,,,,,,,
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\DCR AIIMS\2026\Jan. 2026\QUAT - Jan. 2026.xls,AIIMS,Quarterly,clean_failed,clean_file_none,True,,,,,,,,
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\DCR AIIMS\Blank dcr formate\DCR AIIMS_RAIPUR _ QUAT - NOV-2022.xls,AIIMS,Quarterly,clean_failed,clean_file_none,True,,,,,,,,
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\DCR AIIMS\Blank dcr formate\DCR AIIMS_RAIPUR_ Hourly - NOV-2021.xls,AIIMS,Hourly,clean_failed,clean_file_none,True,,,,,,,,
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\DCR AIIMS\2022\aug 2022\DCR of AIIMS_ Hourly - AUGUST-2022.xlsb,AIIMS,Hourly,ok,,True,23.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\DCR AIIMS\2022\june 2022\DCR AIIMS_RAIPUR _ QUAT HOURLY till date on  June-2022.xlsb,AIIMS,Quarterly,clean_failed,clean_file_none,True,,,,,,,,
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\DCR AIIMS\2022\june 2022\DCR OF AIIMS Raipur hourly on  june 2022.xlsb,AIIMS,Hourly,ok,,True,23.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\2022\august 2022\DCR SILTARA_RAIPUR _ QUAT - AUGUST-2022 - Copy (2).xls,Siltara,Quarterly,ok,,True,95.0,12.0,44.0,44.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\2022\august 2022\DCR SILTARA_RAIPUR_ Hourly - AUGUST-2022.xls,Siltara,Hourly,ok,,True,23.0,12.0,0.0,0.0,10.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\2022\Decm2022\DCR SILTARA_RAIPUR _ QUAT -DCM.2022.xls,Siltara,Quarterly,ok,,True,95.0,12.0,16.0,8.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\2022\july 2022\DCR SILTARA_RAIPUR _ QUAT - JuLY-2021 - Copy.xls,Siltara,Quarterly,ok,,True,95.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\2022\Nov 2022\DCR SILTARA_RAIPUR _ QUAT -NOV.2022.xls,Siltara,Quarterly,ok,,True,95.0,12.0,57.0,49.0,0.0,13.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\2022\Octo 2022\DCR SILTARA_RAIPUR _ QUAT - Oct.-2022.xls,Siltara,Quarterly,ok,,True,95.0,12.0,0.0,0.0,0.0,6.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\2022\Sept 2022\DCR SILTARA_RAIPUR _ QUAT - SEPTEMBER-2022.xls,Siltara,Quarterly,ok,,True,95.0,12.0,23.0,20.0,0.0,14.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\2023\AGUST 2023\DCR SILTARA _ QUAT -APRIL-2023 - Copy.xls,Siltara,Quarterly,ok,,True,95.0,12.0,109.0,95.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\2023\APRIL DCR 2023\DCR SILTARA _ QUAT -APRIL-2023 - Copy.xls,Siltara,Quarterly,ok,,True,95.0,12.0,6.0,3.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\2023\DCR NOV. 2023\DCR SILTARA _ QUAT -NOV.-2023 - Copy.xls,Siltara,Quarterly,ok,,True,95.0,12.0,190.0,39.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\2023\Dec. 2023\DECEMBER\DCR SILTARA _ QUAT -DEC.-2023 - Copy.xls,Siltara,Quarterly,ok,,True,95.0,12.0,6.0,3.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\2023\FEB 2023\DCR SILTARA _ QUAT -FAB.-2023.xls,Siltara,Quarterly,ok,,True,95.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\2023\JAN 2023\DCR SILTARA _ QUAT -JAN.-2023.xls,Siltara,Quarterly,ok,,True,95.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\2023\JULY2023\DCR SILTARA _ QUAT -JULY-2023 - Copy.xls,Siltara,Quarterly,ok,,True,95.0,12.0,95.0,95.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\2023\june2023\DCR SILTARA _ QUAT -june-2023.xls,Siltara,Quarterly,ok,,True,95.0,12.0,95.0,95.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\2023\March 2023\DCR SILTARA _ QUAT -March-2023.xls,Siltara,Quarterly,ok,,True,95.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\2023\May2023\DCR SILTARA _ QUAT -may-2023 - Copy.xls,Siltara,Quarterly,ok,,True,95.0,12.0,40.0,20.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\2023\Octo 2023\DCR SILTARA _ QUAT -Octo-2023 - Copy.xls,Siltara,Quarterly,ok,,True,95.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\2023\SEP. 2023\DCR SILTARA _ QUAT -Sept-2023 - Copy.xls,Siltara,Quarterly,ok,,True,95.0,12.0,40.0,21.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\2024\AUGUST DCR 2024\DCR SILTARA _ QUAT -august-2024 - Copy.xls,Siltara,Quarterly,ok,,True,95.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\2024\DCR APRIL. 2024\DCR SILTARA _ QUAT -APRIL-2024.xls,Siltara,Quarterly,ok,,True,95.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\2024\DCR Dec. 2024\DCR SILTARA _ QUAT -Dce.-2024.xls,Siltara,Quarterly,ok,,True,95.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\2024\DCR feb. 2024\DCR SILTARA _ QUAT -FEB-2024 - Copy.xls,Siltara,Quarterly,ok,,True,95.0,12.0,64.0,32.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\2024\DCR JUNE 2024\DCR SILTARA _ QUAT -JUNE-2024.xls,Siltara,Quarterly,ok,,True,95.0,12.0,38.0,13.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\2024\DCR OCT. 2024\DCR SILTARA _ QUAT -OCT. 2024.xls,Siltara,Quarterly,ok,,True,95.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\2024\DCR SEP. 2024\DCR SILTARA _ QUAT -sep.-2024.xls,Siltara,Quarterly,ok,,True,95.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\2024\Jan-24\DCR SILTARA (Raipur)_ QUAT -Jan-2024.xls,Siltara,Quarterly,ok,,True,95.0,12.0,116.0,58.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\2024\JUL -24\DCR SILTARA _ QUAT -JUL-2024.xls,Siltara,Quarterly,ok,,True,95.0,12.0,95.0,95.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\2024\March - 2024\DCR SILTARA _ QUAT -Mar-2024 - Copy.xls,Siltara,Quarterly,ok,,True,95.0,12.0,247.0,34.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\2024\MAY DCR 2024\DCR SILTARA (RAIPUR)_QUA. Hourly MAY.xls,Siltara,Hourly,ok,,True,95.0,12.0,0.0,0.0,0.0,0.0,0.0,94.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\2024\NOV -24\DCR SILTARA _ QUAT -NOV-2024.xls,Siltara,Quarterly,ok,,True,95.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\2025\April DCR 2025\DCR SILTARA _ QUAT -APRIL-2025.xls,Siltara,Quarterly,ok,,True,95.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\2025\AUGUST 2025\SAMPLE DCR QUA. HOURLY.xls,Siltara,Hourly,ok,,True,95.0,12.0,0.0,0.0,0.0,0.0,0.0,94.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\2025\Dec. 2025\SAMPLE DCR QUA. HOURLY.xls,Siltara,Hourly,ok,,True,95.0,12.0,0.0,0.0,0.0,0.0,0.0,94.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\2025\FEB.DCR 2025\DCR SILTARA (RAIPUR)qua._ Hourly Fab 2025.xls,Siltara,Hourly,ok,,True,95.0,12.0,40.0,40.0,0.0,0.0,0.0,94.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\2025\JAN DCR 2025\DCR SILTARA _ QUAT -JANUARY-2025.xls,Siltara,Quarterly,ok,,True,95.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\2025\JULY DCR 2025\SAMPLE DCR QUA. HOURLY.xls,Siltara,Hourly,ok,,True,95.0,12.0,212.0,48.0,0.0,0.0,0.0,94.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\2025\JUN DCR -25\SAMPLE DCR QUA. HOURLY.xls,Siltara,Hourly,ok,,True,95.0,12.0,0.0,0.0,0.0,0.0,0.0,94.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\2025\MAR DCR 2025\DCR SILTARA _ QUAT -MARCH-2025.xls,Siltara,Quarterly,ok,,True,95.0,12.0,87.0,45.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\2025\MAY DCR 2025\SAMPLE DCR QUA. HOURLY.xls,Siltara,Hourly,ok,,True,95.0,12.0,101.0,20.0,0.0,0.0,0.0,94.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\2025\NOV DCR 25\SAMPLE DCR QUA. HOURLY.xls,Siltara,Hourly,ok,,True,95.0,12.0,95.0,95.0,0.0,0.0,0.0,94.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\2025\Oct. 2025\Octuber QUA. HOURLY.xls,Siltara,Hourly,ok,,True,95.0,12.0,295.0,95.0,0.0,0.0,0.0,94.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\2025\SEP. 2025\SAMPLE DCR QUA. HOURLY SEP. 2025.xls,Siltara,Hourly,ok,,True,95.0,12.0,0.0,0.0,0.0,0.0,0.0,94.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\2026\Jan. 2026\QUA. HOURLY.xls,Siltara,Hourly,clean_failed,clean_file_none,True,,,,,,,,
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\CECB MONTHLY DCR - Copy\2022\Octo 2022\DCR SILTARA_RAIPUR _ QUAT - Oct.-2022.xls,Siltara,Quarterly,ok,,True,95.0,12.0,0.0,0.0,0.0,6.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\CECB MONTHLY DCR - Copy\2022\Sept 2022\DCR SILTARA_RAIPUR _ QUAT - SEPTEMBER-2022.xls,Siltara,Quarterly,ok,,True,95.0,12.0,23.0,20.0,0.0,14.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\CECB MONTHLY DCR - Copy\2023\AGUST 2023\DCR SILTARA _ QUAT -APRIL-2023 - Copy.xls,Siltara,Quarterly,ok,,True,95.0,12.0,109.0,95.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\CECB MONTHLY DCR - Copy\2023\APRIL DCR 2023\DCR SILTARA _ QUAT -APRIL-2023 - Copy.xls,Siltara,Quarterly,ok,,True,95.0,12.0,6.0,3.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\CECB MONTHLY DCR - Copy\2023\DCR NOV. 2023\DCR SILTARA _ QUAT -NOV.-2023 - Copy.xls,Siltara,Quarterly,ok,,True,95.0,12.0,190.0,39.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\CECB MONTHLY DCR - Copy\2023\FEB 2023\DCR SILTARA _ QUAT -FAB.-2023.xls,Siltara,Quarterly,ok,,True,95.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\CECB MONTHLY DCR - Copy\2023\JAN 2023\DCR SILTARA _ QUAT -JAN.-2023.xls,Siltara,Quarterly,ok,,True,95.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\CECB MONTHLY DCR - Copy\2023\JULY2023\DCR SILTARA _ QUAT -JULY-2023 - Copy.xls,Siltara,Quarterly,ok,,True,95.0,12.0,95.0,95.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\CECB MONTHLY DCR - Copy\2023\june2023\DCR SILTARA _ QUAT -june-2023.xls,Siltara,Quarterly,ok,,True,95.0,12.0,95.0,95.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\CECB MONTHLY DCR - Copy\2023\March 2023\DCR SILTARA _ QUAT -March-2023.xls,Siltara,Quarterly,ok,,True,95.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\CECB MONTHLY DCR - Copy\2023\May2023\DCR SILTARA _ QUAT -may-2023 - Copy.xls,Siltara,Quarterly,ok,,True,95.0,12.0,40.0,20.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\CECB MONTHLY DCR - Copy\2023\Octo 2023\DCR SILTARA _ QUAT -Octo-2023 - Copy.xls,Siltara,Quarterly,ok,,True,95.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\CECB MONTHLY DCR - Copy\2023\SEP. 2023\DCR SILTARA _ QUAT -Sept-2023 - Copy.xls,Siltara,Quarterly,ok,,True,95.0,12.0,40.0,21.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\CECB MONTHLY DCR - Copy\2024\AUGUST DCR 2024\DCR SILTARA _ QUAT -august-2024 - Copy.xls,Siltara,Quarterly,ok,,True,95.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\CECB MONTHLY DCR - Copy\2024\DCR APRIL. 2024\DCR SILTARA _ QUAT -APRIL-2024.xls,Siltara,Quarterly,ok,,True,95.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\CECB MONTHLY DCR - Copy\2024\DCR Dec. 2024\DCR SILTARA _ QUAT -Dce.-2024.xls,Siltara,Quarterly,ok,,True,95.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\CECB MONTHLY DCR - Copy\2024\DCR feb. 2024\DCR SILTARA _ QUAT -FEB-2024 - Copy.xls,Siltara,Quarterly,ok,,True,95.0,12.0,64.0,32.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\CECB MONTHLY DCR - Copy\2024\DCR JUNE 2024\DCR SILTARA _ QUAT -JUNE-2024.xls,Siltara,Quarterly,ok,,True,95.0,12.0,38.0,13.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\CECB MONTHLY DCR - Copy\2024\DCR OCT. 2024\DCR SILTARA _ QUAT -OCT. 2024.xls,Siltara,Quarterly,ok,,True,95.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\CECB MONTHLY DCR - Copy\2024\DCR SEP. 2024\DCR SILTARA _ QUAT -sep.-2024.xls,Siltara,Quarterly,ok,,True,95.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\CECB MONTHLY DCR - Copy\2024\Jan-24\DCR SILTARA (Raipur)_ QUAT -Jan-2024.xls,Siltara,Quarterly,ok,,True,95.0,12.0,116.0,58.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\CECB MONTHLY DCR - Copy\2024\JUL -24\DCR SILTARA _ QUAT -JUL-2024.xls,Siltara,Quarterly,ok,,True,95.0,12.0,95.0,95.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\CECB MONTHLY DCR - Copy\2024\March - 2024\DCR SILTARA _ QUAT -Mar-2024 - Copy.xls,Siltara,Quarterly,ok,,True,95.0,12.0,247.0,34.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\CECB MONTHLY DCR - Copy\2024\MAY DCR 2024\DCR SILTARA (RAIPUR)_QUA. Hourly MAY.xls,Siltara,Hourly,ok,,True,95.0,12.0,0.0,0.0,0.0,0.0,0.0,94.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\CECB MONTHLY DCR - Copy\2024\NOV -24\DCR SILTARA _ QUAT -NOV-2024.xls,Siltara,Quarterly,ok,,True,95.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\CECB MONTHLY DCR - Copy\2025\April DCR 2025\DCR SILTARA _ QUAT -APRIL-2025.xls,Siltara,Quarterly,ok,,True,95.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\CECB MONTHLY DCR - Copy\2025\FEB.DCR 2025\DCR SILTARA (RAIPUR)qua._ Hourly Fab 2025.xls,Siltara,Hourly,ok,,True,95.0,12.0,40.0,40.0,0.0,0.0,0.0,94.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\CECB MONTHLY DCR - Copy\2025\JAN DCR 2025\DCR SILTARA _ QUAT -JANUARY-2025.xls,Siltara,Quarterly,ok,,True,95.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\CECB MONTHLY DCR - Copy\2025\JUN DCR -25\SAMPLE DCR QUA. HOURLY.xls,Siltara,Hourly,clean_failed,clean_file_none,True,,,,,,,,
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\CECB MONTHLY DCR - Copy\2025\MAR DCR 2025\DCR SILTARA _ QUAT -MARCH-2025.xls,Siltara,Quarterly,ok,,True,95.0,12.0,87.0,45.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\CECB MONTHLY DCR - Copy\2025\MAY DCR 2025\SAMPLE DCR QUA. HOURLY.xls,Siltara,Hourly,clean_failed,clean_file_none,True,,,,,,,,
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\CECB MONTHLY DCR - Copy\sampale DCR file\SAMPLE DCR QUA. HOURLY.xls,Siltara,Hourly,clean_failed,clean_file_none,True,,,,,,,,
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\sampale DCR file\SAMPLE DCR QUA. HOURLY.xls,Siltara,Hourly,clean_failed,clean_file_none,True,,,,,,,,
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\2022\Decm2022\DCR SILTARA_RAIPUR_ Hourly  DCM.2022.xlsb,Siltara,Hourly,ok,,True,23.0,12.0,2.0,2.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\2022\july 2022\DCR SILTARA_RAIPUR_ Hourly till date on  - JuLY-2022 - Copy.xlsb,Siltara,Hourly,ok,,True,23.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\2022\June 2022\DCR SILTARA_RAIPUR _ QUAT -30 June-2022.xlsb,Siltara,Quarterly,clean_failed,clean_file_none,True,,,,,,,,
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\2022\June 2022\DCR SILTARA_RAIPUR_ Hourly -30 June-2022.xlsb,Siltara,Hourly,ok,,True,23.0,12.0,23.0,23.0,0.0,16.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\2022\Nov 2022\DCR SILTARA_RAIPUR_ Hourly  NOV.2022.xlsb,Siltara,Hourly,ok,,True,23.0,12.0,12.0,11.0,0.0,5.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\2022\Octo 2022\DCR SILTARA_ Hourly - Oct.-2022.xlsb,Siltara,Hourly,ok,,True,23.0,12.0,3.0,3.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\2022\Sept 2022\DCR SILTARA_ Hourly - SEPTEMBER-2022.xlsb,Siltara,Hourly,ok,,True,23.0,12.0,1.0,1.0,0.0,4.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\2023\AGUST 2023\DCR SILTARA (RAIPUR)_ Hourly Oct.-2023.xlsb,Siltara,Hourly,ok,,True,23.0,12.0,27.0,23.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\2023\APRIL DCR 2023\DCR SILTARA (RAIPUR)_ Hourly Oct.-2023.xlsb,Siltara,Hourly,ok,,True,23.0,12.0,8.0,4.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\2023\DCR NOV. 2023\DCR SILTARA (RAIPUR)_ Hourly Oct.-2023.xlsb,Siltara,Hourly,ok,,True,23.0,12.0,52.0,14.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\2023\Dec. 2023\DECEMBER\DCR SILTARA (RAIPUR)_ Hourly Oct.-2023.xlsb,Siltara,Hourly,ok,,True,23.0,12.0,9.0,3.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\2023\FEB 2023\DCR SILTARA (RAIPUR)_ Hourly FAB..-2023.xlsb,Siltara,Hourly,ok,,True,23.0,12.0,6.0,3.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\2023\JAN 2023\DCR SILTARA (RAIPUR)_ Hourly JAN..-2023.xlsb,Siltara,Hourly,ok,,True,23.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
c:\Users\annam\OneDrive\Desktop\ML_Project\Datasets\SILTARA DCR\2023\JULY2023\DCR SILTARA (RAIPUR)_ Hourly  JULY-2023.xlsb,Siltara,Hourly,ok,,True,23.0,12.0,23.0,23.0,0.0,0.0,0.0,0.0
