DateTime,NO,NO2,NOx,SO2,PM10,PM2.5,CO,NH3,Year,Location,Frequency,is_imputed,gap_length,Hour,Day,Month,Weekday,Hour_sin,Hour_cos,Month_sin,Month_cos,PM2.5_lag1,PM2.5_lag2,PM2.5_lag3,PM2.5_lag6,PM2.5_lag12,PM2.5_lag24,PM2.5_lag48,PM2.5_roll_mean_3,PM2.5_roll_mean_6,PM2.5_roll_mean_12,PM2.5_roll_mean_24,PM2.5_roll_std_3,PM2.5_roll_std_6,PM2.5_roll_std_12,PM2.5_roll_std_24,PM2.5_ema_6,PM2.5_ema_12,PM2.5_diff,PM2.5_pct_change,NO_x_NO2,CO_x_NOx,NO_lag1,NO2_lag1,NOx_lag1,SO2_lag1,PM10_lag1,CO_lag1,NH3_lag1
2024-01-04 18:15:00,4.15,35.54,23.25,21.47,57.71,22.69,0.65,22.28,2024,AIIMS,Quarterly,0,0,18,4,1,3,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,21.48,21.22,21.22,19.17,21.08,24.75,17.65,21.30666666666667,20.64166666666667,20.514166666666664,20.894583333333333,0.150111069953144,1.0085319363613199,0.944279025918445,2.0813811868374392,20.90905364718837,20.741412666162734,0.26000000000000156,0.012252591894439283,147.491,15.1125,3.83,31.37,20.82,17.36,50.8,0.6,22.29
2024-01-04 18:30:00,3.96,41.56,26.24,17.55,57.71,22.69,0.71,22.49,2024,AIIMS,Quarterly,0,0,18,4,1,3,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,22.69,21.48,21.22,19.54,21.08,24.75,17.65,21.796666666666667,21.228333333333335,20.64833333333333,20.80875,0.784495591652704,1.0050356544226193,1.128408640789168,1.954057790296737,21.417895462277407,21.04119533290693,1.2100000000000009,0.05633147113594045,164.57760000000002,18.630399999999998,4.15,35.54,23.25,21.47,57.71,0.65,22.28
2024-01-04 18:45:00,3.46,43.71,26.96,14.79,57.71,22.69,0.71,22.49,2024,AIIMS,Quarterly,0,0,18,4,1,3,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,22.69,22.69,21.48,21.22,21.08,24.75,17.65,22.286666666666665,21.753333333333334,20.782500000000002,20.722916666666666,0.6985938257117463,0.7324934584422527,1.2710920501685097,1.813604336231877,21.78135390162672,21.294857589382787,0.0,0.0,151.2366,19.1416,3.96,41.56,26.24,17.55,57.71,0.71,22.49
2024-01-04 19:00:00,3.53,46.21,28.32,16.34,58.43,23.22,0.73,22.48,2024,AIIMS,Quarterly,0,0,19,4,1,3,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,22.69,22.69,22.69,21.22,20.74,23.51,18.22,22.69,21.998333333333335,20.916666666666668,20.637083333333333,0.0,0.7636076654019964,1.3851966275483316,1.656684691382137,22.040967072590515,21.509494883323896,0.0,0.0,163.1213,20.6736,3.46,43.71,26.96,14.79,57.71,0.71,22.49
2024-01-04 19:15:00,4.71,51.42,31.99,15.77,61.73,25.69,0.77,22.57,2024,AIIMS,Quarterly,0,0,19,4,1,3,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,23.22,22.69,22.69,21.22,19.17,17.77,20.88,22.866666666666664,22.331666666666667,21.123333333333335,20.625,0.3059956426530177,0.7918943532193419,1.5335065778287291,1.6357447446219946,22.37783362327894,21.77264951665868,0.5299999999999976,0.02335830762450408,242.1882,24.6323,3.53,46.21,28.32,16.34,58.43,0.73,22.48
2024-01-04 19:30:00,4.46,50.5,31.31,15.23,61.73,25.69,0.79,22.64,2024,AIIMS,Quarterly,0,0,19,4,1,3,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,25.69,23.22,22.69,21.48,19.17,17.77,20.88,23.86666666666667,23.076666666666668,21.666666666666668,20.955000000000002,1.6011350140830538,1.40341963313211,1.8917155914115074,1.8229193022736891,23.32416687377067,22.375318821788113,2.4700000000000024,0.10637381567614136,225.23,24.7349,4.71,51.42,31.99,15.77,61.73,0.77,22.57
2024-01-04 19:45:00,4.81,50.13,31.4,14.23,61.73,25.69,0.79,22.66,2024,AIIMS,Quarterly,0,0,19,4,1,3,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,25.69,25.69,23.22,22.69,19.17,17.77,20.88,24.866666666666664,23.778333333333336,22.209999999999997,21.285,1.4260551648946993,1.494930321674108,2.0399598926542226,1.9347193932010198,24.00011919555048,22.88526977228225,0.0,0.0,241.12529999999998,24.806,4.46,50.5,31.31,15.23,61.73,0.79,22.64
2024-01-04 20:00:00,5.4,48.19,30.86,12.82,62.65,26.47,0.79,22.59,2024,AIIMS,Quarterly,0,0,20,4,1,3,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,25.69,25.69,25.69,22.69,19.54,18.42,21.22,25.69,24.278333333333336,22.753333333333334,21.615,0.0,1.5584661262474209,2.02489206596038,1.9839289082618004,24.482942282536058,23.316766730392672,0.0,0.0,260.226,24.3794,4.81,50.13,31.4,14.23,61.73,0.79,22.66
2024-01-04 20:15:00,5.24,48.67,30.99,14.13,66.9,30.03,0.85,22.51,2024,AIIMS,Quarterly,0,0,20,4,1,3,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,26.47,25.69,25.69,22.69,21.22,21.47,22.79,25.950000000000003,24.908333333333335,23.330833333333334,21.95041666666667,0.45033320995638937,1.5519847507822453,2.013321355072072,2.097517122624644,25.050673058954324,23.801879541101492,0.7799999999999976,0.030362008563643347,255.03080000000003,26.341499999999996,5.4,48.19,30.86,12.82,62.65,0.79,22.59
2024-01-04 20:30:00,5.35,44.96,29.13,14.75,66.9,30.03,0.88,22.74,2024,AIIMS,Quarterly,0,0,20,4,1,3,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,30.03,26.47,25.69,23.22,21.22,21.47,22.79,27.396666666666665,26.13166666666667,24.064999999999998,22.307083333333335,2.3136407096442446,2.2079168160645466,2.6721339786772114,2.6636530639182348,26.47333789925309,24.76005191939357,3.5600000000000023,0.13449187759728004,240.536,25.6344,5.24,48.67,30.99,14.13,66.9,0.85,22.51
