DateTime,NO,NO2,NOx,SO2,PM10,PM2.5,CO,NH3,Year,Location,Frequency,is_imputed,gap_length,Hour,Day,Month,Weekday,Hour_sin,Hour_cos,Month_sin,Month_cos,PM2.5_lag1,PM2.5_lag2,PM2.5_lag3,PM2.5_lag6,PM2.5_lag12,PM2.5_lag24,PM2.5_lag48,PM2.5_roll_mean_3,PM2.5_roll_mean_6,PM2.5_roll_mean_12,PM2.5_roll_mean_24,PM2.5_roll_std_3,PM2.5_roll_std_6,PM2.5_roll_std_12,PM2.5_roll_std_24,PM2.5_ema_6,PM2.5_ema_12,PM2.5_diff,PM2.5_pct_change,NO_x_NO2,CO_x_NOx,NO_lag1,NO2_lag1,NOx_lag1,SO2_lag1,PM10_lag1,CO_lag1,NH3_lag1
2022-01-07 01:45:00,0.36,11.83,12.19,4.96,,10.85,3.29,23.74,2022,Bhatagaon,Quarterly,1,190,1,7,1,4,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,10.85,14.02,15.3,15.67,67.03,46.01,39.12,13.39,14.406666666666666,42.00333333333334,47.418333333333344,2.2909168470284795,1.8324591855404258,28.88600898621191,21.15862999318259,20.913057878534445,32.46966740201632,-3.17,-0.2261055634807418,4.2588,40.1051,0.42,12.17,12.59,5.35,,3.27,24.56
2022-01-07 02:00:00,0.33,11.58,11.91,4.83,,10.85,3.29,23.2,2022,Bhatagaon,Quarterly,1,190,2,7,1,4,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,10.85,10.85,14.02,15.3,68.73,47.51,40.7475,11.906666666666666,13.603333333333333,37.321666666666665,45.95333333333334,1.830200353330803,2.1895813907392365,29.013471426949653,22.438869162133873,18.03789848466746,29.14356472478304,0.0,0.0,3.8214,39.1839,0.36,11.83,12.19,4.96,,3.29,23.74
2022-01-07 02:15:00,0.36,11.38,11.74,5.13,,10.31,3.26,22.58,2022,Bhatagaon,Quarterly,1,190,2,7,1,4,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,10.85,10.85,10.85,15.3,68.73,47.51,42.375,10.85,12.861666666666666,32.498333333333335,44.42583333333334,0.0,2.2526909833955595,28.1145190033171,23.548643626898492,15.9842132033339,26.329170151739493,0.0,0.0,4.0968,38.2724,0.33,11.58,11.91,4.83,,3.29,23.2
2022-01-07 02:30:00,0.46,11.29,11.75,5.33,,8.99,3.16,20.67,2022,Bhatagaon,Quarterly,1,190,2,7,1,4,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,10.31,10.85,10.85,15.3,68.73,47.51,44.0025,10.67,12.03,27.63,42.87583333333333,0.3117691453605108,2.087515269406449,26.26762334821397,24.54021206043287,14.363009430952786,23.86468243608726,-0.5399999999999991,-0.04976958525345614,5.1934,37.13,0.36,11.38,11.74,5.13,,3.26,22.58
2022-01-07 02:45:00,0.59,11.32,11.91,5.59,,8.99,3.1,18.52,2022,Bhatagaon,Quarterly,1,190,2,7,1,4,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,8.99,10.31,10.85,14.02,71.73,49.96,45.63,10.049999999999999,10.978333333333333,22.651666666666667,41.270833333333336,0.9568698971118298,1.6553720629127047,23.258825043932063,25.46613760452798,12.82786387925199,21.576269753612298,-1.3200000000000003,-0.12803103782735212,6.6788,36.921,0.46,11.29,11.75,5.33,,3.16,20.67
2022-01-07 03:00:00,0.71,11.42,12.13,5.82,,8.99,3.04,16.85,2022,Bhatagaon,Quarterly,1,190,3,7,1,4,0.7071067811865476,0.7071067811865476,0.49999999999999994,0.8660254037844387,8.99,8.99,10.31,10.85,72.65,50.71,59.52,9.43,10.139999999999999,17.423333333333336,39.563750000000006,0.7621023553295087,0.9150081966874893,17.582623308944576,26.220359797965838,11.73133134232285,19.63992056074887,0.0,0.0,8.1082,36.8752,0.59,11.32,11.91,5.59,,3.1,18.52
2022-01-07 03:15:00,0.84,11.51,12.35,6.29,,8.25,2.98,15.66,2022,Bhatagaon,Quarterly,1,190,3,7,1,4,0.7071067811865476,0.7071067811865476,0.49999999999999994,0.8660254037844387,8.99,8.99,8.99,10.85,15.67,50.71,59.52,8.99,9.83,12.118333333333334,37.82541666666667,0.0,0.941063228484317,2.764304394938668,26.82524702737536,10.948093815944894,18.001471243710583,0.0,0.0,9.6684,36.803,0.71,11.42,12.13,5.82,,3.04,16.85
2022-01-07 03:30:00,1.0,11.54,12.54,5.98,,6.43,2.95,14.84,2022,Bhatagaon,Quarterly,1,190,3,7,1,4,0.7071067811865476,0.7071067811865476,0.49999999999999994,0.8660254037844387,8.25,8.99,8.99,10.85,15.3,50.71,59.52,8.743333333333334,9.396666666666667,11.5,36.05625,0.4272391991988747,0.9754315284385888,2.7272496968721676,27.333872251889403,10.177209868532067,16.501244898524337,-0.7400000000000002,-0.08231368186874306,11.54,36.993,0.84,11.51,12.35,6.29,,2.98,15.66
2022-01-07 03:45:00,1.06,11.72,12.78,6.31,,6.43,2.91,14.05,2022,Bhatagaon,Quarterly,1,190,3,7,1,4,0.7071067811865476,0.7071067811865476,0.49999999999999994,0.8660254037844387,6.43,8.25,8.99,10.31,15.3,58.96,58.08,7.890000000000001,8.66,10.760833333333332,34.21125,1.3174217244294772,1.2798593672765217,2.8046275342831164,27.792334619224732,9.106578477522906,14.95182260644367,-1.8200000000000003,-0.22060606060606064,12.423200000000001,37.1898,1.0,11.54,12.54,5.98,,2.95,14.84
2022-01-07 04:00:00,1.11,12.03,13.15,3.77,,6.43,2.85,13.27,2022,Bhatagaon,Quarterly,1,190,4,7,1,4,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,6.43,6.43,8.25,8.99,15.3,61.47,57.64,7.036666666666666,8.013333333333334,10.021666666666667,32.0225,1.0507774899245057,1.2594866679215768,2.6649401607924363,27.826981784185516,8.341841769659219,13.640772974683106,0.0,0.0,13.3533,37.4775,1.06,11.72,12.78,6.31,,2.91,14.05
