DateTime,NO,NO2,NOx,SO2,PM10,PM2.5,CO,NH3,Year,Location,Frequency,is_imputed,gap_length
2022-01-06 02:00:00,3.27,30.75,33.21,36.53,108.42,30.89,2.61,19.07,2022,AIIMS,Hourly,0,0
2022-01-06 03:00:00,3.13,28.41,30.54,31.68,102.0,31.0,2.54,16.58,2022,AIIMS,Hourly,0,0
2022-01-06 04:00:00,2.79,27.45,30.23,35.5,95.55,30.14,2.31,20.71,2022,AIIMS,Hourly,0,0
2022-01-06 05:00:00,2.5,16.24,17.76,32.52,94.83,28.28,2.4,20.49,2022,AIIMS,Hourly,0,0
2022-01-06 06:00:00,2.5,15.27,17.48,31.42,86.62,24.85,2.28,20.25,2022,AIIMS,Hourly,0,0
2022-01-06 07:00:00,2.88,14.94,17.82,31.77,82.84,24.55,2.28,17.26,2022,AIIMS,Hourly,0,0
2022-01-06 08:00:00,4.35,21.39,24.9,33.15,89.69,26.77,2.65,20.81,2022,AIIMS,Hourly,0,0
2022-01-06 09:00:00,5.84,20.71,26.55,35.62,107.03,29.26,2.94,22.69,2022,AIIMS,Hourly,0,0
2022-01-06 10:00:00,6.11,22.14,26.57,36.24,116.96,30.98,2.99,24.64,2022,AIIMS,Hourly,0,0
2022-01-06 11:00:00,3.59,24.14,27.34,31.11,114.36,31.64,2.81,17.83,2022,AIIMS,Hourly,0,0
2022-01-06 12:00:00,2.14,24.22,26.31,30.59,104.98,29.74,2.56,19.81,2022,AIIMS,Hourly,0,0
2022-01-06 13:00:00,2.25,33.81,38.37,31.9,117.67,30.08,2.56,21.44,2022,AIIMS,Hourly,0,0
2022-01-06 14:00:00,3.77,39.83,52.93,37.05,131.85,31.12,2.59,10.79,2022,AIIMS,Hourly,0,0
2022-01-06 15:00:00,5.52,39.2,46.32,31.87,140.28,32.11,2.46,13.83,2022,AIIMS,Hourly,0,0
2022-01-06 16:00:00,4.55,33.13,37.37,22.39,144.23,32.19,2.3,15.56,2022,AIIMS,Hourly,0,0
2022-01-06 17:00:00,3.0,25.35,28.36,22.95,144.57,31.83,2.08,33.2,2022,AIIMS,Hourly,0,0
2022-01-06 18:00:00,3.45,35.34,38.49,23.04,135.44,27.93,2.06,34.29,2022,AIIMS,Hourly,0,0
2022-01-06 19:00:00,6.36,54.26,61.43,34.13,129.47,25.71,2.45,33.25,2022,AIIMS,Hourly,0,0
2022-01-06 20:00:00,28.73,59.24,138.42,48.13,131.2,26.06,4.16,22.63,2022,AIIMS,Hourly,0,0
2022-01-06 21:00:00,48.86,79.79,173.65,74.74,170.21,32.34,5.08,21.0,2022,AIIMS,Hourly,0,0
2022-01-06 22:00:00,54.46,47.79,175.64,76.09,220.28,43.86,5.76,27.0,2022,AIIMS,Hourly,0,0
2022-01-06 23:00:00,52.1,62.54,153.54,65.44,268.75,57.23,5.27,26.83,2022,AIIMS,Hourly,0,0
2022-01-07 01:00:00,2.0,3.49,5.37,12.95,38.77,11.24,0.66,4.0,2022,AIIMS,Hourly,0,0
2022-01-07 02:00:00,2.0,4.09,5.91,14.08,27.48,9.01,0.52,4.0,2022,AIIMS,Hourly,0,0
2022-01-07 03:00:00,2.0,3.51,5.28,14.29,23.12,7.38,0.45,4.0,2022,AIIMS,Hourly,0,0
2022-01-07 04:00:00,2.0,2.93,4.99,14.38,17.67,5.76,0.45,4.0,2022,AIIMS,Hourly,0,0
2022-01-07 05:00:00,2.0,3.93,6.56,15.12,16.37,4.48,0.43,4.0,2022,AIIMS,Hourly,0,0
2022-01-07 06:00:00,3.0,5.04,7.86,14.9,16.16,3.62,0.49,4.0,2022,AIIMS,Hourly,0,0
2022-01-07 07:00:00,4.0,6.3,10.16,14.39,42.22,3.86,0.57,4.08,2022,AIIMS,Hourly,0,0
2022-01-07 08:00:00,4.0,5.72,9.57,14.58,41.13,7.39,0.65,4.2,2022,AIIMS,Hourly,0,0
2022-01-07 09:00:00,4.0,7.11,11.75,14.68,38.71,9.53,0.8,4.56,2022,AIIMS,Hourly,0,0
2022-01-07 10:00:00,5.0,8.29,13.44,13.53,37.14,9.3,0.95,4.85,2022,AIIMS,Hourly,0,0
2022-01-07 11:00:00,5.0,11.06,15.77,13.29,35.58,11.17,0.93,4.82,2022,AIIMS,Hourly,0,0
2022-01-07 12:00:00,3.0,9.3,12.8,14.23,39.29,11.61,0.95,4.47,2022,AIIMS,Hourly,0,0
2022-01-07 13:00:00,2.0,9.46,11.46,13.49,42.68,16.48,0.99,4.27,2022,AIIMS,Hourly,0,0
2022-01-07 14:00:00,2.0,10.31,12.59,9.12,42.56,17.12,1.07,4.24,2022,AIIMS,Hourly,0,0
2022-01-07 15:00:00,2.0,10.92,13.05,7.23,42.02,20.49,0.84,4.81,2022,AIIMS,Hourly,0,0
2022-01-07 16:00:00,2.0,7.7,9.44,2.96,56.62,22.37,0.82,4.1,2022,AIIMS,Hourly,0,0
2022-01-07 17:00:00,2.0,9.41,11.64,8.77,58.23,21.34,0.84,3.99,2022,AIIMS,Hourly,0,0
2022-01-07 18:00:00,2.0,12.73,14.67,11.99,57.79,22.69,0.85,3.92,2022,AIIMS,Hourly,0,0
2022-01-07 19:00:00,2.0,7.73,9.42,12.48,64.94,22.16,0.86,4.0,2022,AIIMS,Hourly,0,0
2022-01-07 20:00:00,2.0,6.23,8.25,12.21,61.21,20.97,0.82,4.0,2022,AIIMS,Hourly,0,0
2022-01-07 21:00:00,2.0,6.02,8.02,11.56,53.01,23.96,0.8,4.0,2022,AIIMS,Hourly,0,0
2022-01-07 22:00:00,2.0,7.57,9.92,13.32,50.91,22.13,0.84,4.0,2022,AIIMS,Hourly,0,0
2022-01-07 23:00:00,2.0,5.88,7.94,13.65,48.32,17.32,0.78,4.0,2022,AIIMS,Hourly,0,0
2022-01-08 01:00:00,23.38,10.33,33.64,13.01,131.78,32.55,1.37,7.87,2022,AIIMS,Hourly,0,0
2022-01-08 02:00:00,25.05,11.12,34.89,13.06,131.78,32.92,1.34,8.16,2022,AIIMS,Hourly,0,0
2022-01-08 03:00:00,22.15,10.03,31.4,12.39,125.57,32.92,1.26,7.77,2022,AIIMS,Hourly,0,0
2022-01-08 04:00:00,19.08,9.77,27.67,12.95,106.71,30.81,1.15,7.19,2022,AIIMS,Hourly,0,0
2022-01-08 05:00:00,21.14,11.76,32.9,12.8,97.98,26.3,1.02,6.83,2022,AIIMS,Hourly,0,0
2022-01-08 06:00:00,21.84,11.62,33.47,12.47,91.92,26.3,1.01,7.17,2022,AIIMS,Hourly,0,0
2022-01-08 07:00:00,18.41,9.08,27.34,12.8,84.55,22.11,0.88,6.99,2022,AIIMS,Hourly,0,0
2022-01-08 08:00:00,16.81,8.46,24.99,13.19,76.99,23.29,0.83,6.52,2022,AIIMS,Hourly,0,0
2022-01-08 09:00:00,13.99,17.5,27.33,12.72,71.28,23.29,1.18,6.07,2022,AIIMS,Hourly,0,0
2022-01-08 10:00:00,7.87,15.17,22.87,12.79,69.93,21.9,1.06,5.89,2022,AIIMS,Hourly,0,0
2022-01-08 11:00:00,5.15,12.1,16.79,13.63,75.38,27.53,1.09,5.03,2022,AIIMS,Hourly,0,0
2022-01-08 12:00:00,3.03,12.97,16.0,13.55,75.38,27.53,1.02,4.49,2022,AIIMS,Hourly,0,0
2022-01-08 13:00:00,9.27,19.77,29.04,10.09,59.21,24.21,1.53,4.88,2022,AIIMS,Hourly,0,0
